Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Orthotics,Medway NHS,-,,165,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,157.5,81.42,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Pre Assessment,Medway NHS,-,,"1,699.00","1,037.50",823.5,567,0,0,0,0,0,0,Planned,01/01/2023,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Resus Training Nurses,Medway NHS,-,,825,696.25,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Special Needs Nurseries,Medway NHS,-,,598.5,504.5,982.5,315,0,0,0,0,0,0,Planned,01/01/2023,,,
Specialist Midwives,Medway NHS,-,,"2,488.50","2,798.97",0,0,0,72.33,0,0,0,0,Planned,01/01/2023,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Theatres Support Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/01/2023,,,
Acute Medicine Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Biochemistry,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Breast Unit,Medway NHS,-,,0.00,0.00,165.00,200.50,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Cardiac Nurse Specialists,Medway NHS,-,,"1,177.50","1,034.83",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Cardiology Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Cardiorespiratory Staff,Medway NHS,-,,"2,384.00","2,078.92",0.00,153.50,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
CT Suite,Medway NHS,-,,"1,971.25","1,769.53",0.00,0.00,356.50,353.97,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Dermatology,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Dermatology Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Diabetes Care Nurses,Medway NHS,-,,682.50,428.00,330.00,256.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Dietetics,Medway NHS,-,,"1,711.00","1,430.58",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
ED Admin Ops,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Elderly Care Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Emergency Department (Admin Staff),Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Endoscopy Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Frailty Nurses,Medway NHS,-,,"1,604.00","1,157.50",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Frailty Ward Clerks,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Gastro Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Gastro CNS,Medway NHS,-,,883.67,849.08,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
General Imaging,Medway NHS,-,,"6,905.00","6,207.00",0.00,0.00,"1,133.00","1,090.50",0.00,0.00,0,0,Unplanned,01/01/2023,,,
Haematology,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Haematology Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Hospital at Home,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Imaging Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Imaging Mgmt and Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Imaging PACS,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Imaging Ultrasound,Medway NHS,-,,"1,888.50","1,038.17",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Acute Physicians Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - CHED Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - ED Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Gen Med Consultants,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Gen Med Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Haematology Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Imaging Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
M - Pathology Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Medical Infusion Suite,Medway NHS,-,,880.50,579.25,414.00,152.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Medicine Management & Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Microbiology,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Mortuary,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
MRI Team,Medway NHS,-,,"2,161.75","2,725.50",0.00,245.25,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - ADL,Medway NHS,-,,"1,307.00",776.42,"1,467.00",503.25,782.00,701.50,391.00,355.50,19,53,Unplanned,01/01/2023,,,
N - Bronte Ward,Medway NHS,-,,"1,528.50","1,205.92","1,287.00","1,010.37","1,023.00","1,005.50",682.00,671.00,548,0,Unplanned,01/01/2023,,,
N - Byron Ward,Medway NHS,-,,"2,492.50","1,378.00","1,567.50","1,359.58","1,046.25","1,106.17","1,045.25","1,373.25",262,24,Unplanned,01/01/2023,,,
N - Cardiac Catheter Suite,Medway NHS,-,,"1,187.50","1,035.25",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - CCU,Medway NHS,-,,717.25,708.00,450.50,51.50,713.00,712.00,0.00,0.00,81,10,Unplanned,01/01/2023,,,
N - CDU,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - Dickens Ward,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,62,Unplanned,01/01/2023,,,
N - Emerald AAU,Medway NHS,-,,"1,137.48","1,185.48",816.00,684.50,682.00,697.75,682.00,671.00,280,7,Unplanned,01/01/2023,,,
N - Emerald Ward,Medway NHS,-,,"1,609.50","1,371.50","1,625.50","1,086.13","1,023.00","1,025.42",979.00,926.00,404,13,Unplanned,01/01/2023,,,
N - Emergency Department (ENP),Medway NHS,-,,"1,085.00",749.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - Emergency Department (Nursing),Medway NHS,-,,"7,880.50","6,293.25","2,484.50","2,655.00","7,125.50","6,053.00","2,139.00","2,063.00",0,0,Unplanned,01/01/2023,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,"1,523.25","1,422.00",454.17,352.67,"1,060.00","1,047.50",352.00,336.50,0,0,Unplanned,01/01/2023,,,
N - Endoscopy,Medway NHS,-,,"3,515.00","3,129.92",750.50,576.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - Harvey,Medway NHS,-,,"2,115.00",983.92,"1,729.50",559.50,"1,395.08",800.92,"1,046.25",664.25,454,23,Unplanned,01/01/2023,,,
N - Imaging Clinical Support,Medway NHS,-,,157.25,0.00,"2,507.25","2,107.92",0.00,0.00,341.00,341.00,0,0,Unplanned,01/01/2023,,,
N - Interventional Radiology Nursing,Medway NHS,-,,"1,277.65","1,023.67",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - Jade Ward,Medway NHS,-,,"1,574.00","1,193.00","1,623.00","1,146.00","1,023.00","1,003.00","1,364.00","1,321.00",496,9,Unplanned,01/01/2023,,,
N - Keats Ward,Medway NHS,-,,"2,968.50","1,211.75","1,602.00","1,268.75","2,430.00","1,182.00","1,395.00","1,158.17",599,8,Unplanned,01/01/2023,,,
N - Lister Assessment Unit,Medway NHS,-,,"2,783.00","2,249.00","1,590.00","1,231.08","1,705.00","1,607.17","1,023.75","1,257.25",86,29,Unplanned,01/01/2023,,,
N - McCulloch Ward,Medway NHS,-,,"1,938.50","1,718.00","1,620.00","1,265.50","1,820.50","1,727.92","1,457.00","1,373.25",337,16,Unplanned,01/01/2023,,,
N - Milton Ward,Medway NHS,-,,"2,471.98","1,433.42","1,622.33","1,201.83","1,395.00","1,134.58","1,406.25","1,434.58",789,2,Unplanned,01/01/2023,,,
N - Nelson Ward,Medway NHS,-,,"1,583.50","1,389.00","1,665.25","1,278.67","1,023.00","1,042.50","1,364.00","1,408.00",48,30,Unplanned,01/01/2023,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,562.50,273.25,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
N - PAHU Esc,Medway NHS,-,,"1,591.50",870.25,378.50,378.33,"1,018.00",886.30,341.00,484.00,0,0,Unplanned,01/01/2023,,,
N - Sapphire Ward,Medway NHS,-,,"2,417.50","1,757.00","1,665.50","1,137.17","1,419.00","1,400.50","1,364.00","1,386.67",428,18,Unplanned,01/01/2023,,,
N - SDEC,Medway NHS,-,,"2,104.50","1,861.50",903.00,942.00,0.00,514.42,0.00,85.50,0,0,Unplanned,01/01/2023,,,
N - Sheppey Frailty Unit,Medway NHS,-,,"2,143.25",451.25,"1,755.00",369.25,"1,320.00",365.50,990.00,222.00,0,20,Unplanned,01/01/2023,,,
N - Tennyson Ward,Medway NHS,-,,"2,470.75","1,385.25","1,649.00","1,283.42","1,364.00","1,183.00","1,364.00","1,386.50",816,1,Unplanned,01/01/2023,,,
N - Wakeley Esc,Medway NHS,-,,"1,596.48","1,039.98","1,698.25","1,094.25","1,045.00","1,035.83","1,353.00","1,189.50",0,53,Unplanned,01/01/2023,,,
N - Will Adams Ward,Medway NHS,-,,"1,601.48","1,257.15","1,643.00","1,246.80","1,437.50","1,239.25","1,414.00","1,388.50",210,26,Unplanned,01/01/2023,,,
Neurology Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Neurology CNS,Medway NHS,-,,660.00,495.83,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,"2,719.42","2,214.83",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Osteoporosis Unit,Medway NHS,-,,576.00,477.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Pathology MGMT,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Pathology Reception,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Patient Affairs Team,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Pharmacy,Medway NHS,-,,"14,977.25","13,611.67",0.00,157.75,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Phlebotomy,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
RACE Clinic,Medway NHS,-,,0.00,0.00,330.00,217.50,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Rapid Testing Team,Medway NHS,-,,"1,049.00",198.50,0.00,0.00,232.50,124.50,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Respiratory & Sleep Dept,Medway NHS,-,,"1,320.00","1,143.67",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Respiratory Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Respiratory Team,Medway NHS,-,,"1,305.00",955.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Rheumatology Admin Staff,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Rheumatology CNS,Medway NHS,-,,495.00,437.75,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Senior Manager On Call,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Standards and Practice,Medway NHS,-,,"1,501.50","1,636.00",660.00,524.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Stroke Nurses,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
The Typing Pool,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Therapies,Medway NHS,-,,"11,582.25","10,663.62",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Trust Ward Clerks,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
VTE Specialist Nurses,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Ward Managers 430 Bleep roster,Medway NHS,-,,232.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Unplanned,01/01/2023,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Breast Unit,Medway NHS,-,,0,0,150,149,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Cardiac Nurse Specialists,Medway NHS,-,,1087.5,1023.833333,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Cardiorespiratory Staff,Medway NHS,-,,2171.75,1796.916667,0,142.5,0,0,0,0,0,0,Unplanned,01/02/2023,,,
CT Suite,Medway NHS,-,,1772.366667,1563.75,0,0,322,318.25,0,0,0,0,Unplanned,01/02/2023,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Diabetes Care Nurses,Medway NHS,-,,620.75,329,290,234.5,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Dietetics,Medway NHS,-,,1680,1339.166667,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Frailty Nurses,Medway NHS,-,,1439.5,909.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Frailty Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Gastro CNS,Medway NHS,-,,773.75,728,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
General Imaging,Medway NHS,-,,6194,5350.25,0,0,1020.966667,896,0,0,0,0,Unplanned,01/02/2023,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Imaging Ultrasound,Medway NHS,-,,1685.5,874.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Medical Infusion Suite,Medway NHS,-,,796.5,529.5,379,156.75,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
MRI Team,Medway NHS,-,,1311.25,2387.5,0,249.75,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - ADL,Medway NHS,-,,1501,777.3333333,787,438.25,1219,654.25,632.5,377,296,0,Unplanned,01/02/2023,,,
N - Bronte Ward,Medway NHS,-,,1429.75,1107,1161.983333,905.4833333,946,946,616,616,457,4,Unplanned,01/02/2023,,,
N - Byron Ward,Medway NHS,-,,2243.5,1267.333333,1438.5,1261.5,944,1203.5,945,1634.5,299,21,Unplanned,01/02/2023,,,
N - Cardiac Catheter Suite,Medway NHS,-,,1178,945.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - CCU,Medway NHS,-,,649,646,381.5,153,644,644,0,57,82,6,Unplanned,01/02/2023,,,
N - CDU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - Dickens Ward,Medway NHS,-,,0,0,0,0,0,0,0,0,0,56,Unplanned,01/02/2023,,,
N - Emerald AAU,Medway NHS,-,,1036.5,1061.583333,741,603.5,616,620.5,616,693,254,8,Unplanned,01/02/2023,,,
N - Emerald Ward,Medway NHS,-,,1417.25,1337.75,1512,926.5,924,925,1023,1078.666667,448,9,Unplanned,01/02/2023,,,
N - Emergency Department (ENP),Medway NHS,-,,978.5,703.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - Emergency Department (Nursing),Medway NHS,-,,7123.25,5504.25,2236,2153.75,6435.5,5309.5,1928.45,1805.25,0,0,Unplanned,01/02/2023,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,1357,1248,644,401.5,928,920,318.5,284,0,0,Unplanned,01/02/2023,,,
N - Endoscopy,Medway NHS,-,,3277.5,2802.833333,665,590.5,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - Harvey,Medway NHS,-,,2100,0,1680,0,1260,0,945,0,0,56,Unplanned,01/02/2023,,,
N - Imaging Clinical Support,Medway NHS,-,,148,56.25,2266.25,2008.633333,0,0,308,297,0,0,Unplanned,01/02/2023,,,
N - Interventional Radiology Nursing,Medway NHS,-,,1216.5,895.25,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - Jade Ward,Medway NHS,-,,1410,1128.25,1449,1159.5,924,966.25,1232,1375,293,17,Unplanned,01/02/2023,,,
N - Keats Ward,Medway NHS,-,,1434,1110.25,1470,1197.5,1271.25,1082,1260,1418,618,5,Unplanned,01/02/2023,,,
N - Lister Assessment Unit,Medway NHS,-,,2497.5,1996.083333,1472,1038.5,1540,1397.5,924,1008,86,25,Unplanned,01/02/2023,,,
N - McCulloch Ward,Medway NHS,-,,1782,1511.416667,1461,1313.5,1645,1597.733333,1316,1151,400,11,Unplanned,01/02/2023,,,
N - Milton Ward,Medway NHS,-,,2229,1276.033333,1573.5,1103.5,1260,1179.166667,1271.25,1423.666667,740,1,Unplanned,01/02/2023,,,
N - Nelson Ward,Medway NHS,-,,1410,1279.166667,1516.5,1251.666667,924,935,1232,1414,24,28,Unplanned,01/02/2023,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,532.5,448.75,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
N - PAHU Esc,Medway NHS,-,,652,689.9,337.5,253.4166667,616,627,286,308.5,0,0,Unplanned,01/02/2023,,,
N - Sapphire Ward,Medway NHS,-,,2129,1734.5,1459.5,1129.5,1242.5,1312.5,1210,1293,365,18,Unplanned,01/02/2023,,,
N - SDEC,Medway NHS,-,,1886,1610,766,833.75,528,544.6666667,0,22,0,0,Unplanned,01/02/2023,,,
N - Sheppey Frailty Unit,Medway NHS,-,,1821.25,1140.333333,1553.233333,879.0666667,1231.75,1191.75,918.75,512.25,0,34,Unplanned,01/02/2023,,,
N - Tennyson Ward,Medway NHS,-,,2223.75,1345.5,1546.5,1337.25,1232,1068,1309,1386.25,745,0,Unplanned,01/02/2023,,,
N - Wakeley Esc,Medway NHS,-,,1657.5,408.3333333,1638,325.5,924,431.5,1232,363.5,0,52,Unplanned,01/02/2023,,,
N - Will Adams Ward,Medway NHS,-,,1421,1254.333333,1520.483333,1235.75,1271,1169,1281.5,1445.5,27,28,Unplanned,01/02/2023,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Neurology CNS,Medway NHS,-,,600,479.0833333,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,2480.916667,1879.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Osteoporosis Unit,Medway NHS,-,,528,412.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Patient Affairs Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Pharmacy,Medway NHS,-,,13687.25,12262,0,119.75,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
RACE Clinic,Medway NHS,-,,0,0,300,237.5,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Rapid Testing Team,Medway NHS,-,,952,234.5,0,0,210,112.5,0,0,0,0,Unplanned,01/02/2023,,,
Respiratory & Sleep Dept,Medway NHS,-,,1200,916.75,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Respiratory Team,Medway NHS,-,,1215,846.5,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
